No,모델 시리얼(*),주소,좌표 구분코드,위도,경도,비고
630,OC3CL200065,서울대공원,W84,37.434363163,127.0113356,
631,OC3CL200011,서울대공원 발레주차장-1,W84,37.433454,127.009297,
632,V02Q1940067,서울특별시 서초구 내곡동 122,W84,37.454335096,127.061884287,
633,V02Q1940268,서울특별시 서초구 사평대로 273,W84,37.5050553,127.0133662,
634,V02Q1940274,서울특별시 서초구 반포동 2-12,W84,37.506611067,126.992439588,
635,V02Q1940282,서울특별시 서초구 잠원동 71-22,W84,37.512490801,127.005876248,
636,V02Q1940141,서울특별시 서초구 반포동 550-35,W84,37.497606293,127.001384085,
637,V02Q1940148,서울특별시 서초구 반포동 1117,W84,37.499989798,126.987037023,
638,V02Q1940368,서울특별시 서초구 양재동 23,W84,37.483260708,127.034979369,
639,V02Q1940380,서울특별시 서초구 양재동 310-6,W84,37.471604627,127.040943637,
640,V02Q1940518,서울특별시 서초구 잠원동 58-27,W84,37.515083767,127.013856492,
641,V02Q1940144,서울특별시 서초구 방배동 921-30,W84,37.482556335,126.994604356,
642,V02Q1940310,서울특별시 서초구 방배동 462-13,W84,37.479848586,126.985401846,
643,V02Q1940249,서울특별시 서초구 방배동 988-1,W84,37.480958238,127.000329751,
644, V02Q1940068,서울특별시 서초구 방배동 838-1,W84,37.491337095,126.992330861,
645,V02Q1940308,서울특별시 서초구 방배동 775-2,W84,37.494125670,126.986853712,
646,V02Q1940400,서울특별시 서초구 서초동 1628-66,W84,37.489274127,127.017886775,
647,V02Q1940402,서울특별시 서초구 서초동 1380,W84,37.491308948,127.026804579,
648,V02Q1940399,서울특별시 서초구 서초동 1740-10,W84,37.491391488,127.012740308,
649,V02Q1940427,서울특별시 서초구 서초동 1685-9,W84,37.499743485,127.016801270,
650,V02Q1940158,서울특별시 서초구 반포동 755,W84,37.502806383,126.990497074,
651,V02Q1940423,서울특별시 서초구 방배동 504-1,W84,37.476600637,126.982639070,
652,V02Q1940398,서울특별시 서초구 양재동 203,W84,37.467371190,127.034789445,
653,V02Q1940348,서울특별시 서초구 우면동 476-13,W84,37.460225019,127.017222459,
654,V02Q1940396,서울특별시 서초구 서초동 1506-39,W84,37.488748362,127.006793393,
655,V02Q1940433,서울특별시 서초구 서초동 1740-19,W84,37.491459713,127.010166364,
656,V02Q1940201,서울특별시 서초구 서초동 1451-34,W84,37.483264904,127.013087171,
657,V02Q1940955,서울특별시 서초구 반포동 4-15,W84,37.504580588,126.994501180,
658,V02Q1940816,서울특별시 서초구 반포동 649-1,W84,37.512412076,126.998682806,
659,OC3CL200085,서울특별시 서초구 반포1동 30-8 ,W84,37.50205663,127.015434377,
660,OC3CL200078,서울특별시 서초구 서초4동 1318-9,W84,37.497938483,127.026813657,
661,OC3CL200077,서울특별시 서초구 반포3동 75-21,W84,37.506232991,127.004228835,
662,OC3CL200079,서울특별시 서초구 방배4동 3001-2,W84,37.485732472,126.983396166,
663,OC3CL200076,서울특별시 서초구 서초3동 1579-9,W84,37.488270837,127.013908707,
664,OC3CL200075,서울특별시 서초구 서초4동 1306-1,W84,37.500619093,127.02601894,
665,OC3CL200054,서울특별시 서초구 양재동 14-6,W84,37.482449736,127.037339858,
666,OC3CL200162,서울특별시 서초구 방배동 1027-6,W84,37.474671864,127.000476219,
667,OC3CL200055,서울특별시 서초구 반포동 128-11,W84,37.500891825,127.0008701,
668,OC3CL200056,서울특별시  서초구 방배2동 산190-2,W84,37.462483152,126.988353465,
669,OC3CL200163,서울특별시 서초구 양재동 221-9,W84,37.46072485,127.03567303,
670,OC3CL200223,서울특별시 서초구 반포동 1340,W84,37.50265195,126.9810508,
671,OC3CL200224,서울특별시 서초구 반포동 1323,W84,37.49975712,126.9910718,
672,V02Q1940473,서울특별시 성동구 금호동1가 1813,W84,37.556809663,127.019920184,
673,V02Q1940636,서울특별시 성동구 금호동2가 1216,W84,37.552272662,127.023020186,
674,V02Q1940526,서울특별시 성동구 금호동4가 800,W84,37.546984916,127.021579388,
675,V02Q1940156,서울특별시 성동구 마장동 780,W84,37.566674857,127.045521513,
676,V02Q1940590,서울특별시 성동구 사근동 190-2,W84,37.560723571,127.048425106,
677,V02Q1940502,서울특별시 성동구 성수동1가 33-3,W84,37.540814810,127.049563967,
678,V02Q1940545,서울특별시 성동구 성수동1가 668-11,W84,37.546306095,127.043641494,
679,V02Q1940556,서울특별시 성동구 성수동2가 333-13,W84,37.540241557,127.054675329,
680,V02Q1940594,서울특별시 성동구 성수동2가 299-33,W84,37.549231792,127.053877502,
681,V02Q1940503,서울특별시 성동구 송정동 72-104,W84,37.554010674,127.068898201,
682,V02Q1940617,서울특별시 성동구 옥수동 362-1,W84,37.541972102,127.016370616,
683,V02Q1940616,서울특별시 성동구 하왕십리동 978-2,W84,37.560443166,127.030835302,
684,V02Q1940563,서울특별시 성동구 도선동 418,W84,37.564129832,127.031439736,
685,V02Q1940603,서울특별시 성동구 용답동 183-1,W84,37.563368336,127.055964397,
686,V02Q1940639,서울특별시 성동구 응봉동 193-111,W84,37.5495881,127.0317196,
687,V02Q1940644,서울특별시 성동구 행당동 287-30,W84,37.561197184,127.034602965,
688,V02Q1940504,서울특별시 성동구 행당동 347,W84,37.559058890,127.028960770,
689,V02Q1940607,서울특별시 성동구 행당동 150-2,W84,37.558871110,127.038552736,
690,V02Q1940628,서울특별시 성동구 마장동 765-1,W84,37.568356828,127.040528854,
691,V02Q1940615,서울특별시 성동구 하왕십리동 1060,W84,37.557838543,127.024148057,
692,V02Q1940642,서울특별시 성동구 용답동 239-3,W84,37.560215516,127.064339113,
693,V02Q1940670,서울특별시 성동구 성수동1가 34-17,W84,37.539279182,127.049873167,
694,V02Q1940454,서울특별시 성동구 용답동 239-1,W84,37.561013865,127.059052462,
695,V02Q1940582,서울특별시 성동구 응봉동 193-165,W84,37.548897364,127.030960576,
696,V02Q1940828,서울특별시 성동구 마조로 9길 16,W84,37.561332045,127.039688831,
697,V02Q1940261,서울특별시 성동구 성수동1가 13-219,W84,37.549808841,127.049770229,
698,V02Q1940735,서울특별시 성동구 마장동 479-33,W84,37.568406512,127.033660707,
699,V02Q1940112,서울특별시 성동구 송정동 92-29,W84,37.556504509,127.071193511,
700,V02Q1940491,서울특별시 성동구 용답동 103-9,W84,37.5671822,127.0515119,
701,V02Q1940623,서울특별시 성동구 마장동 831,W84,37.563719858,127.039492971,
702,V02Q1940587,서울특별시 성동구 성수동2가 279,W84,37.546671331,127.062139709,
703,V02Q1940739,서울특별시 성동구 금호동3가 1266,W84,37.549762090,127.019608782,
704,V02Q1940870,서울특별시 성동구 성수동1가 160-1,W84,37.538102738,127.046880664,
705,V02Q1940588,서울특별시 성동구 사근동 126-104,W84,37.558188670,127.050826556,
706,V02Q1940601,서울특별시 성동구 사근동 182-17,W84,37.560264565,127.048014605,
707,V02Q1940441,서울특별시 성동구 행당동 134-9,W84,37.558372332,127.037694516,
708,V02Q1940738,서울특별시 성동구 금호동3가 700,W84,37.551372140,127.021554176,
709,V02Q1940460,서울특별시 성동구 성수동1가 685-185,W84,37.548884235,127.042547472,
710,V02Q1940367,서울특별시 성동구 금호동2가 223-1,W84,37.554394775,127.020099839,
711,V02Q1940758,서울특별시 성동구 행당동 299-18,W84,37.560119488,127.031606382,
712,V02Q1940270,서울특별시 성동구 성수동1가 8-5,W84,37.547286983,127.046740172,
713,V02Q1940842,서울특별시 성동구 응봉동 15,W84,37.552142480,127.035584790,
714,V02Q1940258,서울특별시 성동구 하왕십리동 990-1,W84,37.562998002,127.028435382,
715,V02Q1940871,서울특별시 성동구 마장동 450-65,W84,37.571146650,127.037105979,
716,V02Q1940868,서울특별시 성동구 용답동 28-7,W84,37.560512835,127.052853492,
717,V02Q1940627,서울특별시 성동구 송정동 73-879,W84,37.551819341,127.067379627,
718,V02Q1940753,서울특별시 성동구 금호동1가 1500-3,W84,37.549364662,127.026655727,
719,V02Q1940866,서울특별시 성동구 행당동 317-18,W84,37.558038604,127.029649353,
720,V02Q1940575,서울특별시 성동구 행당동 375-13,W84,37.555822871,127.032318247,
721,V02Q1940263,서울특별시 성동구 용답동 239-3,W84,37.560874377,127.062747282,
722,V02Q1940733,서울특별시 성동구 성수동2가 834,W84,37.548189710,127.056597845,
723,V02Q1940496,서울특별시 성동구 성수동2가 255-2,W84,37.538775645,127.059760733,
724,V02Q1940744,서울특별시 성동구 성수동2가 314-20,W84,37.544751429,127.053111792,
725,V02Q1940511,서울특별시 성동구 응봉동 265-318,W84,37.552655082,127.029032211,
726,V02Q1940632,서울특별시 성동구 홍익동 594,W84,37.564964319,127.034474790,
727,V02Q1940580,서울특별시 성동구 용답동 125-1,W84,37.566729843,127.051058361,
728,V02Q1940761,서울특별시 성동구 마장동 산 23-2,W84,37.564052441,127.044484399,
729,V02Q1940565,서울특별시 성동구 성수동2가 333-140,W84,37.541950115,127.053612431,
730,V02Q1940501,서울특별시 성동구 응봉동 228-16,W84,37.552003424,127.036324364,
731,V02Q1940709,서울특별시 성동구 마장동 766-51,W84,37.569445214,127.044601600,
732,V02Q1940286,서울특별시 성동구 하왕십리동 1052-1,W84,37.562166194,127.026682312,
733,V02Q1940530,서울특별시 성동구 성수동1가 656-130,W84,37.542144186,127.047751758,
734,V02Q1940743,서울특별시 성동구 성수동2가 574-9,W84,37.536419649,127.056427019,
735,V02Q1940748,서울특별시 성동구 성수동1가 694-3,W84,37.537369863,127.050872231,
736,V02Q1940786,서울특별시 성동구 성수동1가 27-23,W84,37.542101542,127.049671321,
737,OC3CL200164,서울특별시 성동구 용답동 236-4,W84,37.560589053,127.069726476,
738,OC3CL200216,서울특별시 성동구 송정동 67-29,W84,37.548841657,127.060406256,
739,OC3CL200217,서울특별시 성동구 송정동 66-32,W84,37.548896116,127.062936132,
740,OC3CL200218,서울특별시 성동구 행당동 6-2,W84,37.560053008,127.041072379,
741,OC3CL200032,서울특별시  성동구 성수동1가 685-700,W84,37.545296254,127.043557089,
742,OC3CL200018,서울특별시 성동구 성수동1가 685-285,W84,37.546881978,127.04164275,
743,OC3CL200227,서울특별시 성동구 행당동 1-27,W84,37.561245668,127.039496877,
744,OC3DL220020,서울특별시 성동구 금호동 4가 1263-14,W84,37.47129464,126.9341757,
745,OC3DL220021,서울특별시 성동구 금호동 3가 1540-3,W84,37.47088656,126.93910684,
746,V02Q1941015,서울특별시 성동구 뚝섬로3길 18,W84,37.5416558,127.0482802,
747,V02Q1940131,서울특별시 성북구 동선동3가 89,W84,37.594485209,127.021195754,
748,V02Q1940283,서울특별시 성북구 보문동7가 104-1,W84,37.580601951,127.023030202,
749,V02Q1940284,서울특별시 성북구 삼선동4가 300-1,W84,37.589684126,127.012920240,
750,V02Q1940276,서울특별시 성북구 안암동3가 132-15,W84,37.585538222,127.023508900,
751,V02Q1940206,서울특별시 성북구 하월곡동 81-15,W84,37.609442000,127.034101399,
752,V02Q1940143,서울특별시 성북구 상월곡동 24-150,W84,37.605853317,127.049738379,
753,V02Q1940379,서울특별시 성북구 장위동 283-16,W84,37.614202405,127.043665947,
754,V02Q1940064,서울특별시 성북구 장위동 45-4,W84,37.611079418,127.055516594,
755,V02Q1940087,서울특별시 성북구 장위동 16-85,W84,37.615704541,127.058848678,
756,V02Q1940381,서울특별시 성북구 정릉동 16-7,W84,37.601609293,127.016720958,
757,V02Q1940388,서울특별시 성북구 정릉동 435,W84,37.604028401,127.009921999,
758,V02Q1940406,서울특별시 성북구 정릉동 692-22,W84,37.609392922,127.004354963,
759,V02Q1940401,서울특별시 성북구 정릉동 290-8,W84,37.613203808,127.007460258,
760,V02Q1940322,서울특별시 성북구 종암동 3-89,W84,37.599172405,127.036027437,
761,V02Q1940147,서울특별시 성북구 석관동 384-8,W84,37.613086579,127.061715390,
762,V02Q1940351,서울특별시 성북구 성북동1가 120-1,W84,37.591053944,127.003006912,
763,V02Q1940418,서울특별시 성북구 길음동 1280-5,W84,37.609877929,127.017534204,
764,V02Q1940344,서울특별시 성북구 길음동 918-8,W84,37.605800332,127.025556259,
765,V02Q1940328,서울특별시 성북구 돈암동 2-81,W84,37.603348199,127.029375552,
766,V02Q1940361,서울특별시 성북구 돈암동 산 85-119,W84,37.597979468,127.010785803,
767,V02Q1940415,서울특별시 성북구 하월곡동 219,W84,37.603943867,127.035746910,
768,V02Q1940362,서울특별시 성북구 길음동 1276,W84,37.603377970,127.024172083,
769,V02Q1940335,서울특별시 성북구 하월곡동 73-96,W84,37.607742032,127.041340346,
770,V02Q1940419,서울특별시 성북구 돈암동 632-9,W84,37.595702008,127.024181745,
771,V02Q1940879,서울특별시 성북구 길음동 1064-1,W84,37.606667961,127.027318073,
772,OC3CL200198,서울특별시 성북구 하월곡동 29-133,W84,37.603632812,127.039836152,
773,OC3CL200199,서울특별시 성북구 종암동 10-236,W84,37.595440761,127.036677997,
774,OC3CL200200,서울특별시 성북구 정릉동 716-39,W84,37.611010968,127.004924896,
775,OC3CL200222,서울특별시 성북구 성북동 241-5,W84,37.5944845,126.9943698,
776,V02Q1940742,서울특별시 송파구 석촌동 328-3,W84,37.501040267,127.109739451,
777,V02Q1940784,서울특별시 송파구 가락동 155-7,W84,37.498247757,127.126296648,
778,V02Q1940679,서울특별시 송파구 가락동 77-7,W84,37.495212727,127.121438826,
779,V02Q1940734,서울특별시 송파구 신천동 7,W84,37.518337904,127.100466298,
780,V02Q1940793,서울특별시 송파구 거여동 36-15,W84,37.493457370,127.146171024,
781,V02Q1940513,서울특별시 송파구 마천동 211-73,W84,37.494179762,127.154991408,
782,V02Q1940791,서울특별시 송파구 마천동 128-50,W84,37.496381776,127.149019387,
783,V02Q1940845,서울특별시 송파구 문정동 28-9,W84,37.489764064,127.124285811,
784,V02Q1940717,서울특별시 송파구 문정동 112-17,W84,37.485390225,127.132171842,
785,V02Q1940764,서울특별시 송파구 방이동 89-1,W84,37.515301061,127.134073236,
786,V02Q1940790,서울특별시 송파구 방이동 53,W84,37.514278277,127.112258966,
787,V02Q1940767,서울특별시 송파구 삼전동 86-1,W84,37.502603852,127.092310875,
788,V02Q1940772,서울특별시 송파구 석촌동 265,W84,37.503631193,127.103503284,
789,V02Q1940775,서울특별시 송파구 송파동 2-3,W84,37.505801455,127.109663753,
790,V02Q1940706,서울특별시 송파구 송파동 172,W84,37.502049127,127.117110751,
791,V02Q1940847,서울특별시 송파구 문정동 150-12,W84,37.489683491,127.111908205,
792,V02Q1940708,서울특별시 송파구 잠실동 22,W84,37.514300619,127.091477797,
793,V02Q1940787,서울특별시 송파구 잠실동 27,W84,37.512955044,127.094661921,
794,V02Q1940800,서울특별시 송파구 신천동 20,W84,37.519992859,127.112249200,
795,V02Q1940757,서울특별시 송파구 거여동 127-29,W84,37.496722627,127.142857250,
796,V02Q1940788,서울특별시 송파구 잠실동 156,W84,37.509547855,127.074152379,
797,V02Q1940781,서울특별시 송파구 잠실동 282,W84,37.506153683,127.084756221,
798,V02Q1940736,서울특별시 송파구 오금동 47-11,W84,37.504194933,127.128187719,
799,V02Q1940825,서울특별시 송파구 풍납동 477-8,W84,37.5373595,127.1215212,
800,V02Q1940768,서울특별시 송파구 장지동 899-1,W84,37.478250690,127.139244579,
801,V02Q1940832,서울특별시 송파구 방이동 193-14,W84,37.511768309,127.124209484,
802,V02Q1940873,서울특별시 송파구 풍납동 281-3,W84,37.532472110,127.114301129,
803,V02Q1940745,서울특별시 송파구 거여동 362-1,W84,37.494105760,127.141490229,
804,V02Q1940714,서울특별시 송파구 신천동 32,W84,37.513345412,127.106818240,
805,V02Q1940713,서울특별시 송파구 방이동 96-1,W84,37.516185359,127.114540561,
806,V02Q1940941,서울특별시 송파구 잠실동 205-17,W84,37.509088133,127.084056858,
807,V02Q1940117,서울특별시 송파구 잠실동 284,W84,37.508537127,127.087141735,
808,V02Q1940811,서울특별시 송파구 풍납동 455,W84,37.527273120,127.116249051,
809,V02Q1940821,서울특별시 송파구 석촌동 324-1,W84,37.502832774,127.108694904,
810,V02Q1940819,서울특별시 송파구 석촌동 184-4,W84,37.507344263,127.104688643,
811,V02Q1940820,서울특별시 송파구 신천동 32,W84,37.511054225,127.102261793,
812,V02Q1940887,서울특별시 송파구 삼전동 62,W84,37.502749128,127.092524240,
813,V02Q1940838,서울특별시 송파구 잠실동 1,W84,37.518415373,127.068059148,
814,OC3CL200033,서울특별시 송파구 신천동 32,W84,37.512142753,127.104315392,
815,OC3CL200207,서울특별시 송파구 가락동 128-8,W84,37.494957877,127.124194746,
816,OC3CL200208,서울특별시  송파구 장지동 861,W84,37.479816016,127.135315178,
817,OC3CL200165,서울특별시 송파구 문정동 73-10,W84,37.480364899,127.125644891,
818,V02Q1940865,서울특별시 양천구 목동 514-8,W84,37.5463523,126.8748658,
819,V02Q1940867,서울특별시 양천구 목동 621-19,W84,37.545028041,126.864660671,
820,V02Q1940095,서울특별시 양천구 목동 868,W84,37.532916258,126.868390948,
821,V02Q1940869,서울특별시 양천구 신월동 852,W84,37.525350406,126.837774004,
822,V02Q1940814,서울특별시 양천구 신정동 1142,W84,37.519384614,126.854668099,
823,V02Q1940863,서울특별시 양천구 신정동 294-18,W84,37.518876054,126.871089390,
824,V02Q1940804,서울특별시 양천구 신정동 1266-2,W84,37.5138636882527,126.852966965199,
825,V02Q1940312,서울특별시 양천구 신정동 957-16,W84,37.522821250,126.858435267,
826,V02Q1940364,서울특별시 양천구 신정동 323-1,W84,37.516646199,126.862864530,
827,V02Q1940240,서울특별시 양천구 신월동 136-8,W84,37.532060638,126.831721727,
828,V02Q1940413,서울특별시 양천구 신월동 883,W84,37.524655300,126.844448699,
829,V02Q1940453,서울특별시 양천구 목동 904,W84,37.532634788,126.871446408,
830,V02Q1940472,서울특별시 양천구 신월동 628,W84,37.514505075,126.841425739,
831,V02Q1940750,서울특별시 양천구 신월동 976-1,W84,37.521971144,126.835908342,
832,V02Q1940864,서울특별시 양천구 목동 916-2,W84,37.525767618,126.875374358,
833,V02Q1940861,서울특별시 양천구 신정동 842-1,W84,37.509089509,126.866846473,
834,V02Q1940071,서울특별시 양천구 신월동 43-4,W84,37.536238786,126.824270656,
835,V02Q1940395,서울특별시 양천구 신월동 275,W84,37.538910703,126.829309039,
836,V02Q1940424,서울특별시 양천구 신정동 325-6,W84,37.510198596,126.858987432,
837,V02Q1940826,서울특별시 양천구 신정동 137-2,W84,37.520384235,126.878024994,
838,V02Q1940654,서울특별시 양천구 목동 900-9,W84,37.543046428,126.883621196,
839,V02Q1940732,서울특별시 양천구 신월동 823,W84,37.526655055,126.836961771,
840,V02Q1940809,서울특별시 양천구 목동 131-30,W84,37.543642972,126.881352303,
841,V02Q1940492,서울특별시 양천구 신정동 1062,W84,37.528186579,126.860106756,
842,V02Q1940946,서울특별시 양천구 신월동 796,W84,37.534443996,126.834790407,
843,V02Q1940942,서울특별시 양천구 신월동 805,W84,37.532462634,126.833076323,
844,V02Q1940951,서울특별시 양천구 신월동 802,W84,37.531246089,126.836128493,
845,V02Q1940943,서울특별시 양천구 목동 616-15,W84,37.548507166,126.864648122,
846,V02Q1940455,서울특별시 양천구 목동 929,W84,37.542775849,126.881433047,
847,V02Q1940480,서울특별시 양천구 목동 901-8,W84,37.539717109,126.881687533,
848,V02Q1940443,서울특별시 양천구 신정동 89-82,W84,37.520684165,126.873804303,
849,V02Q1940762,서울특별시 양천구 목동 823,W84,37.540245113,126.864421104,
850,V02Q1940766,서울특별시 양천구 목동 655-4,W84,37.545652837,126.863101671,
851,V02Q1940792,서울특별시 양천구 목동 724-1,W84,37.538422726,126.864529956,
852,V02Q1940614,서울특별시 양천구 목동 843,W84,37.537542078,126.871767426,
853,V02Q1940259,서울특별시 양천구 목동 813,W84,37.533927796,126.863792786,
854,V02Q1940741,서울특별시 양천구 목동 907-21,W84,37.535750610,126.878573682,
855,V02Q1940759,서울특별시 양천구 목동 909-9,W84,37.536645964,126.883017390,
856,V02Q1940776,서울특별시 양천구 목동 902,W84,37.539684296,126.875026391,
857,V02Q1940771,서울특별시 양천구 목동 912,W84,37.535134263,126.883508056,
858,V02Q1940489,서울특별시 양천구 목동 879,W84,37.530770624,126.864592055,
859,V02Q1940774,서울특별시 양천구 목동 901,W84,37.538516483,126.878243997,
860,V02Q1940849,서울특별시 양천구 신월동 92-17,W84,37.535559655,126.832836517,
861,V02Q1940749,서울특별시 양천구 신월동 1047,W84,37.525240254,126.842256550,
862,V02Q1940705,서울특별시 양천구 신월동 505-21,W84,37.523071689,126.848612985,
863,V02Q1940740,서울특별시 양천구 신월동 867,W84,37.527061611,126.848060521,
864,V02Q1940287,서울특별시 양천구 신월동 197-35,W84,37.531393326,126.830075249,
865,V02Q1940754,서울특별시 양천구 신월동 642,W84,37.521659762,126.842681235,
866,V02Q1940760,서울특별시 양천구 신월동 1029,W84,37.517602426,126.846920703,
867,V02Q1940447,서울특별시 양천구 신월동 910-2,W84,37.524273473,126.831406421,
868,V02Q1940464,서울특별시 양천구 신월동 977,W84,37.520329739,126.835738999,
869,V02Q1940469,서울특별시 양천구 신정동 729,W84,37.510626715,126.843394665,
870,V02Q1940835,서울특별시 양천구 신정동 1019-19,W84,37.521157149,126.861140014,
871,V02Q1940773,서울특별시 양천구 신정동 881-8,W84,37.528560458,126.859175524,
872,V02Q1940801,서울특별시 양천구 신정동 331-2,W84,37.514021980,126.874001416,
873,V02Q1940765,서울특별시 양천구 신정동 163-55,W84,37.510731657,126.870535412,
874,V02Q1940876,서울특별시 양천구 목동 946-1,W84,37.543050815,126.869092177,
875,V02Q1940769,서울특별시 양천구 신정동 874-4,W84,37.527865321,126.855726795,
876,V02Q1940707,서울특별시 양천구 신정동 324-10,W84,37.515495269,126.860879933,
877,V02Q1940794,서울특별시 양천구 목동 627-15,W84,37.545732009,126.867770586,
878,V02Q1940715,서울특별시 양천구 신정동 1284-1,W84,37.512593393,126.837651948,
879,V02Q1940778,서울특별시 양천구 목동 404-21,W84,37.522590739,126.875548119,
880,V02Q1940729,서울특별시 양천구 신정동 1319-1,W84,37.513062284,126.832083525,
881,V02Q1940659,서울특별시 양천구 신월동 52-9,W84,37.537748852,126.827879104,
882,V02Q1940803,서울특별시 양천구 목동 458-4,W84,37.523037681,126.872293646,
883,V02Q1940795,서울특별시 양천구 신월동 842,W84,37.524096897,126.837258847,
884,V02Q1940874,서울특별시 양천구 신정동 1208-1,W84,37.519336516,126.850006232,
885,V02Q1940805,서울특별시 양천구 신정동 1280-1,W84,37.513247320,126.834924842,
886,V02Q1940481,서울특별시 양천구 신정동 1099,W84,37.524082811,126.854653095,
887,V02Q1940806,서울특별시 양천구 목동 956,W84,37.548031985,126.866797402,
888,V02Q1940855,서울특별시 양천구 신정동 949-5,W84,37.524553208,126.855789231,
889,OC3CL200064,서울특별시 양천구 목동 554,W84,37.544409887,126.870413655,
890,OC3CL200115,서울특별시 양천구 목동 543-15,W84,37.543603399,126.873844706,
891,OC3CL200113,서울특별시 양천구 신정동 1277,W84,37.51133256,126.852061434,
892,OC3CL200112,서울특별시 양천구 신정동 190-5,W84,37.50589814,126.864220249,
893,OC3CL200111,서울특별시 양천구 신월동 957-13,W84,37.520142206,126.831655467,
894,OC3CL200109,서울특별시 양천구 신월동 9-2,W84,37.542190304,126.829081566,
895,OC3CL200034,서울특별시 양천구 신정동 994-1,W84,37.525918058,126.863558081,
896,OC3CL200166,서울특별시 양천구 신정동 328-5,W84,37.513224504,126.867696965,
897,OC3CL200058,서울특별시 양천구 목동 911-4,W84,37.53245995,126.8857541,
898,OC3CL200059,서울특별시 양천구 신월동 42-1,W84,37.539117218,126.824032446,
899,OC3CL200139,서울특별시 양천구 신정동 330-8,W84,37.514187437,126.876716614,
900,OC3CL200151,서울특별시 양천구 신정동 산 102,W84,37.509992685,126.854692394,
901,V02Q1941013,서울특별시 양천구 오목로34길 5,W84,37.5245308,126.855007,
902,V02Q1940171,서울특별시 영등포구 당산동3가 566,W84,37.524130023,126.898604915,
903,V02Q1940127,서울특별시 영등포구 당산동6가 337-1,W84,37.536201119,126.901221667,
904,V02Q1940169,서울특별시 영등포구 대림동 904-2,W84,37.496512896,126.906686025,
905,V02Q1940077,서울특별시 영등포구 대림동 1059-49,W84,37.490952078,126.896560561,
906,V02Q1940121,서울특별시 영등포구 대림동 738-14,W84,37.496949735,126.897717122,
907,V02Q1940185,서울특별시 영등포구 도림동 222-9,W84,37.509659941,126.896172376,
908,V02Q1940168,서울특별시 영등포구 문래동3가 55-20,W84,37.514939027,126.896987864,
909,V02Q1940196,서울특별시 영등포구 신길동 89-152,W84,37.509892383,126.920534145,
910,V02Q1940197,서울특별시 영등포구 신길동 268-35,W84,37.507058735,126.907091695,
911,V02Q1940186,서울특별시 영등포구 신길동 223-66,W84,37.509146710,126.910958223,
912,V02Q1940188,서울특별시 영등포구 신길동 341-1,W84,37.502138725,126.905167906,
913,V02Q1940198,서울특별시 영등포구 신길동 2798,W84,37.500012753,126.910807498,
914,V02Q1940176,서울특별시 영등포구 신길동 1200,W84,37.506180006,126.921438321,
915,V02Q1940174,서울특별시 영등포구 영등포로 5길 12,W84,37.523659,126.884558,
916,V02Q1940133,서울특별시 영등포구 양평동4가 93-1,W84,37.536855914,126.894849555,
917,V02Q1940110,서울특별시 영등포구 여의도동 54,W84,37.518290648,126.932965336,
918,V02Q1940199,서울특별시 영등포구 영등포동2가 222-1,W84,37.520309388,126.910441409,
919,V02Q1940184,서울특별시 영등포구 영등포동 646-18,W84,37.514197813,126.909456953,
920,V02Q1940074,서울특별시 영등포구 당산동1가 16-1,W84,37.520313815,126.896995184,
921,V02Q1940221,서울특별시 영등포구 영등포동3가 4-7,W84,37.518912125,126.907705399,
922,V02Q1940223,서울특별시 영등포구 문래동3가 77-2,W84,37.518046066,126.893018016,
923,V02Q1940244,서울특별시 영등포구 양평동3가 91,W84,37.532727462,126.893332168,
924,V02Q1940217,서울특별시 영등포구 여의대방로 300,W84,37.513527130,126.925917082,
925,V02Q1940256,서울특별시 영등포구 양평동6가 98-1,W84,37.543688115,126.887737658,
926,V02Q1940219,서울특별시 영등포구 문래동1가 39-1,W84,37.511651571,126.895729526,
927,V02Q1940251,서울특별시 영등포구 양평동2가 12-1,W84,37.522666092,126.882915270,
928,V02Q1940170,서울특별시 영등포구 당산동1가 32,W84,37.521738405,126.896683314,
929,V02Q1940222,서울특별시 영등포구 영등포동3가 1-7,W84,37.518286470,126.910564828,
930,V02Q1940850,서울 영등포구 당산동3가 영등포구청,W84,37.524978134,126.897443763,
931,V02Q1940878,서울특별시 영등포구 여의도동 85,W84,37.524414166,126.937013440,
932,V02Q1940836,서울특별시 영등포구 여의도동 19-1,W84,37.526004651,126.913353225,
933,V02Q1940829,서울특별시 영등포구 당산동 95-1,W84,37.537271352,126.904317333,
934,OC3CL200167,서울특별시 영등포구 양평동1가 165,W84,37.522590544,126.888865078,
935,OC3CL200174,서울특별시 영등포구 대림동 990-1,W84,37.488974286,126.906033022,
936,V02Q1940571,서울특별시 용산구 후암동 167-2,W84,37.546504106,126.975236492,
937,V02Q1940523,서울특별시 용산구 보광동 216-67,W84,37.525687990,126.999242183,
938,V02Q1940726,서울특별시 용산구 도원동 7-2,W84,37.539012287,126.957917034,
939,V02Q1940651,서울특별시 용산구 용산동2가 1-1723,W84,37.546239741,126.984790146,
940,V02Q1940574,서울특별시 용산구 원효로2가 3-5,W84,37.537181941,126.965695100,
941,V02Q1940595,서울특별시 용산구 산천동 82-1,W84,37.534398731,126.951380013,
942,V02Q1940572,서울특별시 용산구 이촌동 301-234,W84,37.521117972,126.971790470,
943,V02Q1940600,서울특별시 용산구 이촌동 171-1,W84,37.524446020,126.956842648,
944,V02Q1940648,서울특별시 용산구 이태원동 15-24,W84,37.532294579,126.995986461,
945,V02Q1940686,서울특별시 용산구 이태원동 260-118,W84,37.541361627,126.991128742,
